country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,fuel1,fuel2,fuel3,fuel4,commissioning_year,owner,source,url,geolocation_source,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,estimated_generation_gwh
IDN,Indonesia,PLTU Tanjung Jati B,WRI1000990,1320.0,-6.446,110.7423,Coal,,,,,PT. Central Java Power,Indonesia Power Generation,https://repit.wordpress.com/,GEODB,,,,,,7010.249801394652
IDN,Indonesia,PLTU Tanjung Jati B - expansion,WRI1000991,1324.0,-6.446,110.7423,Coal,,,,,PT. Central Java Power (EPC : Korea Midland Power Co),Indonesia Power Generation,https://repit.wordpress.com/,GEODB,,,,,,7031.492982610998
IDN,Indonesia,PLTU Tanjung Kasam,WRI1000992,110.0,1.0455,104.133,Coal,,,,,PT. Tanjung Kasam Power Batam (PT. TJK Power),Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,584.1874834495543
IDN,Indonesia,PLTU Tarahan # 1  2,WRI1000994,200.0,-5.518,105.35,Coal,,,,,Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,1062.1590608173717
IDN,Indonesia,PLTU Tarahan 3 & 4 - Sebalang,WRI1000995,200.0,-5.518,105.35,Coal,,,,,PLN,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,1062.1590608173717
IDN,Indonesia,PLTU Tello,WRI1000997,25.0,-5.14,119.4221,Coal,,,,,PLN-South&South East Sulawesi Regional Unit,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,132.76988260217144
IDN,Indonesia,PLTU Tonasa II (Boiler Turbine Generator),WRI1000999,70.0,-4.7846,119.6163,Coal,,,,,PT. Semen Gresik Tbk/PT. Semen Indonesia,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,371.75567128608
IDN,Indonesia,Pejengkolan/Mrica,WRI1000801,1.4,-7.5694,109.8006,Hydro,,,,,PLN - PT. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,4.651117907040805
IDN,Indonesia,Pemaron BOO,WRI1000802,45.0,-8.1189,115.0887,Oil,,,,,PT. Cogindo DayaBersama - rental,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,1641.4082107902084
IDN,Indonesia,Pesanggaran,WRI1000803,75.78,-8.7157,115.214,Oil,,,,,INDONESIA POWER UNIT,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,2764.131426970712
IDN,Indonesia,Pesanggaran BOO,WRI1000804,75.0,-8.7157,115.214,Oil,,,,,Anggreko International - rental,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,2735.6803513170144
IDN,Indonesia,Pesanggaran BOT,WRI1000805,51.0,-8.7157,115.214,Oil,,,,,Anggreko International - rental,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,1860.2626388955696
IDN,Indonesia,Plengan/Saguling,WRI1000806,6.87,-6.9039,107.6186,Hydro,,,,,PLN - PT. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,22.82370001526452
IDN,Indonesia,Riam Kanan/pangeran Muhamad Nur,WRI1001004,30.0,-3.5156,115.0074,Hydro,,,,,PLN,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,99.66681229373154
IDN,Indonesia,Saguling,WRI1001005,700.72,-6.9126,107.3663,Hydro,,,,,PLN - PT. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,GEODB,,,,,,2327.950957015452
IDN,Indonesia,Sempor/Mrica,WRI1001009,1.0,-7.4733,109.3331,Hydro,,,,,PLN - PT. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,3.3222270764577178
IDN,Indonesia,Sengguruh - Brantas,WRI1001010,29.0,-8.1764,112.551,Hydro,,,,,PLN - Java Bali Generation Unit / PT. PJB,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,96.34458521727382
IDN,Indonesia,Sidorejo/Mrica,WRI1001013,1.4,-7.4764,110.2622,Hydro,,,,,PLN - PT. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,4.651117907040805
IDN,Indonesia,Sigura gura (asahan II),WRI1001014,286.0,2.5196,99.2793,Hydro,,,,,PT. Indonesia Asahan aluminium,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,950.1569438669072
IDN,Indonesia,Silae,WRI1001015,43.7,-0.8917,119.8707,Oil,,,,,PLN-Nth & Ctrl Sulawesi & Gorontalo Reg Unit,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,1593.9897513673804
IDN,Indonesia,Singkarak,WRI1001017,175.0,-0.6909,100.6034,Hydro,,,,,PLN-South Sumatera Generation Unit,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,581.3897383801007
IDN,Indonesia,Sipansihaporas,WRI1001018,50.0,1.7427,98.7792,Hydro,,,,,PLN - North Sumatera Generation Unit,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,166.1113538228859
IDN,Indonesia,Suppa - Pare pare,WRI1001020,60.0,-4.0135,119.6255,Oil,,,,,PT. Makasar Power (Alsons Power Holdings Corp + Toyota Tsusho Corp/Tomen + Singapore Power),Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,2188.5442810536115
IDN,Indonesia,Sutami / Karangkates - Brantas,WRI1001021,105.0,-8.1606,112.4443,Hydro,,,,,PLN - Java Bali Generation Unit / PT. PJB,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,348.8338430280604
IDN,Indonesia,Talang Padang,WRI1001023,12.5,-0.9492,100.3543,Oil,,,,,PLN-South Sumatera Generation Unit,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,455.9467252195024
IDN,Indonesia,Tangga (asahan II),WRI1001024,317.0,2.5479,99.3028,Hydro,,,,,PT. Indonesia Asahan aluminium,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,1053.1459832370963
IDN,Indonesia,Tegineneng,WRI1001028,28.2,-5.6015,104.7988,Oil,,,,,PLN-South Sumatera Generation Unit,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,1028.6158120951975
IDN,Indonesia,Tello,WRI1001031,50.092,-5.14,119.4221,Oil,,,,,PLN-South&South East Sulawesi Regional Unit,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,1827.142668775625
IDN,Indonesia,Tenau Kupang,WRI1001033,34.73,-10.1667,123.5833,Oil,,,,,PLN - East Nusa Tenggara Regional Unit/NTT,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,1266.8023813498653
IDN,Indonesia,Timo / Mrica,WRI1001035,12.0,-6.9485,110.4069,Hydro,,,,,PLN - PT. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,39.86672491749261
IDN,Indonesia,Tulungagung - Brantas,WRI1001038,36.0,-8.0657,111.9025,Hydro,,,,,PLN - Java Bali Generation Unit / PT. PJB,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,119.60017475247784
IDN,Indonesia,Ubrug/saguling,WRI1001039,18.36,-6.9039,107.6186,Hydro,,,,,PLN - PT. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,60.996089123763696
IDN,Indonesia,Ulubelu 1 & 2,WRI1001040,110.0,-5.3096,104.5733,Geothermal,,,,,PT. PLN,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,822.7868852459015
IDN,Indonesia,Wayang Windu,WRI1001044,227.0,-7.1966,107.6258,Geothermal,,,,,PT. Star Energy,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,1697.9329359165424
IDN,Indonesia,Wlingi - Brantas,WRI1001045,54.0,-8.0776,112.3311,Hydro,,,,,PLN - Java Bali Generation Unit / PT. PJB,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,179.40026212871678
IDN,Indonesia,Wonorejo - Pamekasan,WRI1001046,6.3,-8.1136,112.2869,Hydro,,,,,PLN - Java Bali Generation Unit / PT. PJB,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,20.93003058168362
